C:\Users\cs\Desktop\beta_simulator_windows\training\IMG\center_2024_06_25_09_46_38_672.jpg,C:\Users\cs\Desktop\beta_simulator_windows\training\IMG\left_2024_06_25_09_46_38_672.jpg,C:\Users\cs\Desktop\beta_simulator_windows\training\IMG\right_2024_06_25_09_46_38_672.jpg,0,0,0,26.2184
C:\Users\cs\Desktop\beta_simulator_windows\training\IMG\center_2024_06_25_09_46_38_743.jpg,C:\Users\cs\Desktop\beta_simulator_windows\training\IMG\left_2024_06_25_09_46_38_743.jpg,C:\Users\cs\Desktop\beta_simulator_windows\training\IMG\right_2024_06_25_09_46_38_743.jpg,0,0,0,26.00642
C:\Users\cs\Desktop\beta_simulator_windows\training\IMG\center_2024_06_25_09_46_38_811.jpg,C:\Users\cs\Desktop\beta_simulator_windows\training\IMG\left_2024_06_25_09_46_38_811.jpg,C:\Users\cs\Desktop\beta_simulator_windows\training\IMG\right_2024_06_25_09_46_38_811.jpg,0,0,0,25.84856
C:\Users\cs\Desktop\beta_simulator_windows\training\IMG\center_2024_06_25_09_46_38_880.jpg,C:\Users\cs\Desktop\beta_simulator_windows\training\IMG\left_2024_06_25_09_46_38_880.jpg,C:\Users\cs\Desktop\beta_simulator_windows\training\IMG\right_2024_06_25_09_46_38_880.jpg,0,0,0,25.69165
C:\Users\cs\Desktop\beta_simulator_windows\training\IMG\center_2024_06_25_09_46_38_950.jpg,C:\Users\cs\Desktop\beta_simulator_windows\training\IMG\left_2024_06_25_09_46_38_950.jpg,C:\Users\cs\Desktop\beta_simulator_windows\training\IMG\right_2024_06_25_09_46_38_950.jpg,0,0,0,25.4839
C:\Users\cs\Desktop\beta_simulator_windows\training\IMG\center_2024_06_25_09_46_39_019.jpg,C:\Users\cs\Desktop\beta_simulator_windows\training\IMG\left_2024_06_25_09_46_39_019.jpg,C:\Users\cs\Desktop\beta_simulator_windows\training\IMG\right_2024_06_25_09_46_39_019.jpg,0,0,0,25.32919
C:\Users\cs\Desktop\beta_simulator_windows\training\IMG\center_2024_06_25_09_46_39_087.jpg,C:\Users\cs\Desktop\beta_simulator_windows\training\IMG\left_2024_06_25_09_46_39_087.jpg,C:\Users\cs\Desktop\beta_simulator_windows\training\IMG\right_2024_06_25_09_46_39_087.jpg,0,0,0,25.12437
C:\Users\cs\Desktop\beta_simulator_windows\training\IMG\center_2024_06_25_09_46_39_159.jpg,C:\Users\cs\Desktop\beta_simulator_windows\training\IMG\left_2024_06_25_09_46_39_159.jpg,C:\Users\cs\Desktop\beta_simulator_windows\training\IMG\right_2024_06_25_09_46_39_159.jpg,0,0,0,24.97183
C:\Users\cs\Desktop\beta_simulator_windows\training\IMG\center_2024_06_25_09_46_39_228.jpg,C:\Users\cs\Desktop\beta_simulator_windows\training\IMG\left_2024_06_25_09_46_39_228.jpg,C:\Users\cs\Desktop\beta_simulator_windows\training\IMG\right_2024_06_25_09_46_39_228.jpg,0,0,0,24.76988
C:\Users\cs\Desktop\beta_simulator_windows\training\IMG\center_2024_06_25_09_46_39_297.jpg,C:\Users\cs\Desktop\beta_simulator_windows\training\IMG\left_2024_06_25_09_46_39_297.jpg,C:\Users\cs\Desktop\beta_simulator_windows\training\IMG\right_2024_06_25_09_46_39_297.jpg,0,0,0,24.61948
C:\Users\cs\Desktop\beta_simulator_windows\training\IMG\center_2024_06_25_09_46_39_364.jpg,C:\Users\cs\Desktop\beta_simulator_windows\training\IMG\left_2024_06_25_09_46_39_364.jpg,C:\Users\cs\Desktop\beta_simulator_windows\training\IMG\right_2024_06_25_09_46_39_364.jpg,0,0,0,24.42036
C:\Users\cs\Desktop\beta_simulator_windows\training\IMG\center_2024_06_25_09_46_39_432.jpg,C:\Users\cs\Desktop\beta_simulator_windows\training\IMG\left_2024_06_25_09_46_39_432.jpg,C:\Users\cs\Desktop\beta_simulator_windows\training\IMG\right_2024_06_25_09_46_39_432.jpg,0,0,0,24.27208
C:\Users\cs\Desktop\beta_simulator_windows\training\IMG\center_2024_06_25_09_46_39_505.jpg,C:\Users\cs\Desktop\beta_simulator_windows\training\IMG\left_2024_06_25_09_46_39_505.jpg,C:\Users\cs\Desktop\beta_simulator_windows\training\IMG\right_2024_06_25_09_46_39_505.jpg,0,0,0,24.07575
C:\Users\cs\Desktop\beta_simulator_windows\training\IMG\center_2024_06_25_09_46_39_572.jpg,C:\Users\cs\Desktop\beta_simulator_windows\training\IMG\left_2024_06_25_09_46_39_572.jpg,C:\Users\cs\Desktop\beta_simulator_windows\training\IMG\right_2024_06_25_09_46_39_572.jpg,0,0,0,23.92955
C:\Users\cs\Desktop\beta_simulator_windows\training\IMG\center_2024_06_25_09_46_39_640.jpg,C:\Users\cs\Desktop\beta_simulator_windows\training\IMG\left_2024_06_25_09_46_39_640.jpg,C:\Users\cs\Desktop\beta_simulator_windows\training\IMG\right_2024_06_25_09_46_39_640.jpg,0,0,0,23.78423
C:\Users\cs\Desktop\beta_simulator_windows\training\IMG\center_2024_06_25_09_46_39_713.jpg,C:\Users\cs\Desktop\beta_simulator_windows\training\IMG\left_2024_06_25_09_46_39_713.jpg,C:\Users\cs\Desktop\beta_simulator_windows\training\IMG\right_2024_06_25_09_46_39_713.jpg,0,0,0,23.59183
C:\Users\cs\Desktop\beta_simulator_windows\training\IMG\center_2024_06_25_09_46_39_786.jpg,C:\Users\cs\Desktop\beta_simulator_windows\training\IMG\left_2024_06_25_09_46_39_786.jpg,C:\Users\cs\Desktop\beta_simulator_windows\training\IMG\right_2024_06_25_09_46_39_786.jpg,0,0.065244,0,23.401
C:\Users\cs\Desktop\beta_simulator_windows\training\IMG\center_2024_06_25_09_46_39_854.jpg,C:\Users\cs\Desktop\beta_simulator_windows\training\IMG\left_2024_06_25_09_46_39_854.jpg,C:\Users\cs\Desktop\beta_simulator_windows\training\IMG\right_2024_06_25_09_46_39_854.jpg,0,0.2450607,0,23.3765
C:\Users\cs\Desktop\beta_simulator_windows\training\IMG\center_2024_06_25_09_46_39_927.jpg,C:\Users\cs\Desktop\beta_simulator_windows\training\IMG\left_2024_06_25_09_46_39_927.jpg,C:\Users\cs\Desktop\beta_simulator_windows\training\IMG\right_2024_06_25_09_46_39_927.jpg,0,0.4884156,0,23.52867
C:\Users\cs\Desktop\beta_simulator_windows\training\IMG\center_2024_06_25_09_46_39_999.jpg,C:\Users\cs\Desktop\beta_simulator_windows\training\IMG\left_2024_06_25_09_46_39_999.jpg,C:\Users\cs\Desktop\beta_simulator_windows\training\IMG\right_2024_06_25_09_46_39_999.jpg,0,0.6591651,0,23.80681
C:\Users\cs\Desktop\beta_simulator_windows\training\IMG\center_2024_06_25_09_46_40_067.jpg,C:\Users\cs\Desktop\beta_simulator_windows\training\IMG\left_2024_06_25_09_46_40_067.jpg,C:\Users\cs\Desktop\beta_simulator_windows\training\IMG\right_2024_06_25_09_46_40_067.jpg,0,0.9094012,0,24.3695
C:\Users\cs\Desktop\beta_simulator_windows\training\IMG\center_2024_06_25_09_46_40_134.jpg,C:\Users\cs\Desktop\beta_simulator_windows\training\IMG\left_2024_06_25_09_46_40_134.jpg,C:\Users\cs\Desktop\beta_simulator_windows\training\IMG\right_2024_06_25_09_46_40_134.jpg,0,1,0,24.92764
C:\Users\cs\Desktop\beta_simulator_windows\training\IMG\center_2024_06_25_09_46_40_208.jpg,C:\Users\cs\Desktop\beta_simulator_windows\training\IMG\left_2024_06_25_09_46_40_208.jpg,C:\Users\cs\Desktop\beta_simulator_windows\training\IMG\right_2024_06_25_09_46_40_208.jpg,0,1,0,25.6938
C:\Users\cs\Desktop\beta_simulator_windows\training\IMG\center_2024_06_25_09_46_40_276.jpg,C:\Users\cs\Desktop\beta_simulator_windows\training\IMG\left_2024_06_25_09_46_40_276.jpg,C:\Users\cs\Desktop\beta_simulator_windows\training\IMG\right_2024_06_25_09_46_40_276.jpg,0,1,0,26.2642
C:\Users\cs\Desktop\beta_simulator_windows\training\IMG\center_2024_06_25_09_46_40_349.jpg,C:\Users\cs\Desktop\beta_simulator_windows\training\IMG\left_2024_06_25_09_46_40_349.jpg,C:\Users\cs\Desktop\beta_simulator_windows\training\IMG\right_2024_06_25_09_46_40_349.jpg,0,1,0,27.01911
C:\Users\cs\Desktop\beta_simulator_windows\training\IMG\center_2024_06_25_09_46_40_418.jpg,C:\Users\cs\Desktop\beta_simulator_windows\training\IMG\left_2024_06_25_09_46_40_418.jpg,C:\Users\cs\Desktop\beta_simulator_windows\training\IMG\right_2024_06_25_09_46_40_418.jpg,0,1,0,27.58132
C:\Users\cs\Desktop\beta_simulator_windows\training\IMG\center_2024_06_25_09_46_40_487.jpg,C:\Users\cs\Desktop\beta_simulator_windows\training\IMG\left_2024_06_25_09_46_40_487.jpg,C:\Users\cs\Desktop\beta_simulator_windows\training\IMG\right_2024_06_25_09_46_40_487.jpg,0,1,0,28.32562
C:\Users\cs\Desktop\beta_simulator_windows\training\IMG\center_2024_06_25_09_46_40_555.jpg,C:\Users\cs\Desktop\beta_simulator_windows\training\IMG\left_2024_06_25_09_46_40_555.jpg,C:\Users\cs\Desktop\beta_simulator_windows\training\IMG\right_2024_06_25_09_46_40_555.jpg,0.05,1,0,28.87933
C:\Users\cs\Desktop\beta_simulator_windows\training\IMG\center_2024_06_25_09_46_40_623.jpg,C:\Users\cs\Desktop\beta_simulator_windows\training\IMG\left_2024_06_25_09_46_40_623.jpg,C:\Users\cs\Desktop\beta_simulator_windows\training\IMG\right_2024_06_25_09_46_40_623.jpg,0.25,1,0,29.57939
